No,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
区分,データ取得日,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,プレイヤー名情報,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブゲージ,ドライブリバーサル,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブパリィ,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,ドライブインパクト,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,SAゲージ使用割合,スタン,スタン,投げ,投げ,投げ,壁際,壁際,プレイ回数,プレイ回数,プレイ回数,プレイ回数,プレイポイント
項目,データ取得日,プレイヤー名,リーグポイント,ランク,MR,ドライブパリィ,ドライブインパクト,オーバードライブアーツ,パリィドライブラッシュ,キャンセルドライブラッシュ,ドライブリバーサル,ダメージ,使用回数,成功回数,相手のドライブパリィを投げた,自分のドライブパリィを投げられた,ジャストパリィ回数,決めた回数,パニッシュカウンターを決めた回数,相手のドライブインパクトに決めた回数,受けた回数,パニッシュカウンターを受けた回数,相手にドライブインパクトで返された回数,Lv1,Lv2,Lv3,CA,スタンさせた回数,スタンさせられた回数,決めた回数,受けた回数,投げ抜け回数,相手を追い詰めている時間,相手に追い詰められている時間,ランクマッチプレイ回数,カジュアルマッチプレイ回数,ルームマッチプレイ回数,バトルハブマッチプレイ回数,累計プレイポイント
単位,日付,テキスト,数値,テキスト,数値,割合,割合,割合,割合,割合,割合,割合,回,回,回,回,回,回,回,回,回,回,回,割合,割合,割合,割合,回,回,回,回,回,秒,秒,回,回,回,回,数値
466,2026/3/14,Toshi,150343,MASTER,0,10.68%,6.43%,7.06%,0.85%,24.44%,5.40%,45.10%,0.6,2.7,0,0.2,0.6,0.6,0.3,0.1,0.6,0.3,0.1,60.37%,24.52%,11.32%,3.77%,0,0.1,1.2,2.2,0.2,2.1,13.1,4615,104,2718,18,174186
467,2026/3/14,GGZL,66024,MASTER,0,16.59%,4.33%,14.39%,7.59%,24.49%,2.69%,29.88%,0.3,3,0.2,0.4,0.5,0.3,0.3,0.1,0.4,0.2,0.1,10.71%,30.35%,48.21%,10.71%,0,0,1.4,2,0.2,12.3,10.2,8876,23,10649,309,395800
468,2026/3/14,glhf,31226,MASTER,1374,8.75%,5.73%,21.06%,5.75%,25.40%,2.57%,30.70%,0.3,1.1,0.2,0.1,0.1,0.5,0.3,0,0.4,0.3,0.1,18.03%,4.91%,52.45%,24.59%,0.2,0.1,2.9,2.8,1.2,10.7,11,21196,2,651,32,684272
469,2026/3/14,aki32,150341,MASTER,1423,23.63%,4.12%,11.39%,17.71%,8.07%,4.75%,30.30%,0.5,1.6,0.1,0.2,0.2,0.4,0.2,0.1,0.5,0.4,0,5.45%,18.18%,52.72%,23.63%,0.1,0.1,3,2.6,0.7,3.9,7.7,7563,8,27,2342,474785
470,2026/3/14,SwagaKilla_212,69952,MASTER,0,13.07%,1.02%,25.57%,7.36%,27.44%,2.11%,23.39%,0.3,1.7,0.3,0,1.2,0.3,0.1,0.1,0.2,0.1,0,6.25%,34.37%,43.75%,15.62%,0.1,0.1,2.3,3.1,0.5,14.7,10.4,21371,9,11028,169,772492
471,2026/3/14,自認ダルシム,99316,HIGH,1635,11.08%,2.04%,12.04%,7.23%,36.81%,5.55%,25.22%,0.7,0.8,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.1,0.1,57.29%,10.41%,23.95%,8.33%,0.1,0,1.2,2.6,0.3,6.8,15.6,14977,13,7676,10,573320
472,2026/3/14,Kanagaki,150339,MASTER,0,18.09%,2.09%,6.41%,6.54%,40.60%,2.30%,23.95%,0.3,4.3,0.2,0.5,0.7,0.2,0.2,0.1,0.2,0.1,0,34.32%,14.92%,40.29%,10.44%,0,0,2.6,2.8,0.2,10.1,8.1,8279,0,159,2,291826
473,2026/3/14,mobius,25005,MASTER,0,11.83%,4.09%,29.00%,7.27%,15.67%,1.17%,30.94%,0.1,1.5,0.1,0.1,0.3,0.5,0.3,0.2,0.4,0.3,0.1,45.45%,24.67%,22.07%,7.79%,0,0,1.8,2.3,0.8,11,9.3,13361,810,6899,27,525729
474,2026/3/14,Basedpapi,150338,MASTER,1509,15.26%,2.99%,15.99%,6.93%,32.89%,0.00%,25.90%,0,2.8,0.2,0.4,1,0.4,0.2,0.1,0.6,0.4,0.1,18.29%,3.65%,62.19%,15.85%,0.1,0.1,1.6,2.4,0.2,13.2,8.7,22308,279,904,151,714242
475,2026/3/14,魔丸立香,84301,MASTER,0,14.40%,3.14%,11.74%,4.66%,45.80%,0.06%,20.15%,0,3.9,0.2,0.4,0.8,0.5,0.4,0.2,0.3,0.2,0.1,27.90%,6.97%,47.67%,17.44%,0.1,0.1,2.4,2.5,0.5,13.2,7.2,9574,399,983,554,344112
476,2026/3/14,イジョテン,21272,DIAMOND2,0,12.24%,7.19%,10.75%,5.71%,29.73%,1.86%,32.48%,0.2,1.9,0.2,0.2,0.2,0.7,0.4,0,0.3,0.2,0.1,50.00%,17.39%,28.26%,4.34%,0.1,0.1,2.2,2.6,0.2,4.7,11.9,11451,10689,784,274,709805
477,2026/3/14,Bigrandeur92323,150333,MASTER,1484,12.64%,4.05%,14.25%,4.68%,38.09%,0.07%,26.19%,0,2.6,0.3,0.3,0.6,0.3,0.2,0.1,0.4,0.3,0.1,47.72%,2.27%,15.90%,34.09%,0,0,3,2.7,0.6,10.8,8.1,24994,106,1,206,775894
478,2026/3/14,ぺにおくん,150332,MASTER,1541,7.53%,3.24%,30.33%,3.83%,32.02%,1.72%,21.30%,0.2,0.9,0.5,0.2,0.3,0.4,0.3,0.1,0.4,0.2,0,72.89%,13.08%,12.14%,1.86%,0,0.1,2.3,2.2,0.8,7.9,11.4,7168,163,12921,1,358983
479,2026/3/14,WyvernCris,150330,MASTER,0,17.81%,3.61%,11.86%,14.65%,19.80%,1.60%,30.63%,0.2,1.1,0.2,0.1,0.3,0.3,0.2,0.1,0.3,0.2,0.1,8.57%,25.71%,48.57%,17.14%,0.1,0,1.9,2.3,0.9,4.3,7.3,4991,211,91,0,164107
480,2026/3/14,Bowie,150330,MASTER,1546,8.37%,2.28%,11.94%,2.96%,51.84%,0.00%,22.58%,0,1.3,0.2,0.4,0.3,0.3,0.2,0,0.4,0.2,0.1,12.06%,12.06%,63.79%,12.06%,0,0,2.2,2.2,0.5,8,9.4,5998,60,2007,0,203759
481,2026/3/14,Kazane,47151,MASTER,1526,22.50%,1.94%,3.59%,10.53%,22.32%,0.99%,38.09%,0.1,3.1,0.2,0.2,1,0.1,0.1,0,0.1,0.1,0,32.78%,13.11%,39.34%,14.75%,0,0,1.9,2.3,0.6,5.4,9.3,18942,328,9286,171,692206
482,2026/3/14,Couscousdif,16132,PLATINUM3,0,4.47%,12.90%,8.67%,3.69%,43.35%,0.00%,26.88%,0,0,0.1,0,0,1.4,1.1,0.5,1.2,0.7,0.3,35.55%,4.44%,40.00%,20.00%,0,0.1,1.8,2.8,0.4,7.2,6.9,3676,11,0,169,123286
483,2026/3/14,narizou,11527,GOLD3,0,9.55%,13.76%,33.19%,7.01%,2.52%,1.05%,32.90%,0.1,0.4,0.1,0,0,0.9,0.4,0.1,1,0.7,0.2,61.94%,13.27%,16.81%,7.96%,0.1,0,1.2,1.7,0.1,8.5,6.3,558,0,1700,0,64283
484,2026/3/14,miso,119728,HIGH,1621,15.90%,2.63%,13.60%,10.43%,23.88%,1.38%,32.12%,0.2,1.5,0.4,0.3,0.2,0.2,0.2,0.1,0.4,0.3,0.1,47.69%,3.07%,40.00%,9.23%,0.1,0.1,3,2.4,0.2,7.3,9.8,15836,1295,7808,170,613374
485,2026/3/14,canery,23800,DIAMOND5,0,17.05%,1.59%,8.73%,10.87%,40.17%,0.00%,21.56%,0,1.6,0.1,0.2,0.6,0.2,0.2,0.1,0.3,0.2,0,25.35%,21.12%,43.66%,9.85%,0.1,0,2,2.5,0.5,10,8.8,8843,352,7260,28,379817
486,2026/3/14,Nerdthe3rd,27908,MASTER,1475,7.09%,2.98%,19.05%,4.27%,46.38%,1.81%,18.39%,0.2,0.8,0.2,0.1,0.2,0.3,0.2,0.1,0.7,0.3,0,71.96%,11.36%,9.09%,7.57%,0.1,0.1,2.3,2.5,0.5,7.8,6.3,8992,5416,2746,12089,1135527
487,2026/3/14,猛男比巴卜,16064,PLATINUM3,0,8.77%,8.53%,38.47%,4.76%,4.45%,0.10%,34.89%,0,0.8,0,0.1,0.2,0.7,0.5,0.1,0.5,0.4,0,13.41%,25.60%,40.24%,20.73%,0,0,3.3,2.4,0,7,2.8,277,0,2855,140,54964
488,2026/3/14,うまごーん,22630,DIAMOND4,0,9.86%,4.62%,42.47%,7.23%,0.00%,0.19%,35.61%,0,0.6,0.2,0,0.2,0.3,0.2,0,0.6,0.4,0.1,10.52%,26.31%,29.82%,33.33%,0,0.1,1.5,2.7,0.3,5.6,9,9486,98,3809,770,385163
489,2026/3/14,Genma,17127,PLATINUM4,0,0.41%,1.53%,34.32%,0.00%,39.66%,0.00%,24.05%,0,0,0.2,0,0,0.1,0.1,0,0.7,0.4,0,49.15%,10.16%,16.94%,23.72%,0,0.1,3.6,2.2,0.3,5.2,6.8,2899,16,154,39,107606
490,2026/3/14,カナにゃん,15731,PLATINUM3,0,4.92%,15.61%,61.28%,0.04%,0.12%,3.19%,14.82%,0.4,1.3,0.3,0.2,0.1,1.4,0.8,0.3,0.8,0.6,0.4,34.69%,0.00%,42.85%,22.44%,0,0,4.5,2.4,0.5,5.4,3.1,342,0,141,0,14102
491,2026/3/14,迸迸炸弹恐惧症,19607,DIAMOND1,0,13.00%,7.23%,12.31%,8.51%,33.21%,0.00%,25.72%,0,1.2,0.3,0,0.1,0.8,0.5,0.2,0.6,0.4,0.1,12.90%,6.45%,54.83%,25.80%,0,0,4.1,1.7,0.2,12.1,4.8,6882,278,10,6,217284
492,2026/3/14,Oblivious,180020,MASTER,1448,21.59%,11.02%,26.30%,13.01%,0.40%,5.87%,21.77%,0.7,3.3,0.3,0.3,0.2,0.7,0.4,0.1,0.5,0.4,0.3,76.10%,13.27%,7.07%,3.53%,0.1,0.1,4.6,1.7,0.1,12,10.9,21590,4098,0,42,783268
493,2026/3/14,kevI,21249,DIAMOND2,0,5.39%,1.57%,10.17%,0.26%,54.88%,0.00%,27.69%,0,1.4,0.1,0.1,0.2,0.2,0.1,0.1,0.5,0.3,0,11.11%,7.40%,62.96%,18.51%,0,0.1,2.2,2.8,0.4,9,8,2675,0,0,0,84384
494,2026/3/14,Chihayafuru,21400,DIAMOND3,0,14.78%,4.68%,11.21%,8.31%,37.59%,1.16%,22.23%,0.2,1.9,0.2,0.2,0.4,0.5,0.3,0.1,0.5,0.3,0,40.24%,24.39%,25.60%,9.75%,0.1,0,1.7,2,0.5,14.1,6,967,242,5930,198,150182
495,2026/3/14,2oey,22997,DIAMOND4,0,8.38%,1.63%,8.35%,1.61%,59.92%,0.41%,19.65%,0,2.4,0.2,0.3,0.6,0.3,0.2,0.2,0.2,0,0,26.41%,3.77%,47.16%,22.64%,0.1,0,2.6,2.6,0.5,11.6,7.5,961,7,622,0,136522
496,2026/3/14,NAEKAKE,196527,MASTER,1483,7.79%,10.55%,18.69%,5.69%,35.39%,0.08%,21.78%,0,0.7,0.2,0,0,0.7,0.5,0.1,0.6,0.4,0.2,28.33%,6.66%,53.33%,11.66%,0.1,0.1,1.8,1.7,0.1,12.5,7,17773,218,104,0,548947
497,2026/3/14,火舞臭脚赛我嘴里,62132,MASTER,1332,5.57%,9.87%,38.45%,2.63%,18.67%,9.42%,15.36%,1.4,1,0.3,0.1,0.2,1,0.5,0.1,1.1,0.6,0.3,33.91%,58.26%,6.95%,0.86%,0,0.2,2.7,2,0.3,10.7,10,5523,15,330,5,169012
498,2026/3/14,Regivreki,25670,MASTER,1478,9.62%,2.27%,7.64%,0.52%,55.36%,0.15%,24.41%,0,2.7,0.2,0.2,0.8,0.3,0.3,0.2,0.3,0.2,0,21.42%,66.07%,11.60%,0.89%,0,0.1,1.3,1.9,0.3,13.2,5.3,5477,66,0,122,185319
499,2026/3/14,8mitsu,35671,MASTER,1428,16.41%,3.29%,17.16%,9.46%,28.72%,6.66%,18.26%,0.9,2.7,0.1,0.4,0.4,0.3,0.2,0.1,0.4,0.2,0.2,43.56%,16.83%,30.69%,8.91%,0.1,0.1,1.7,2.2,0.1,14.4,7.7,1450,29,570,0,125595
500,2026/3/14,MaxiXVI,15731,PLATINUM3,0,4.15%,3.77%,51.43%,2.30%,0.53%,0.08%,37.71%,0,0.4,0.3,0,0.1,0.3,0.2,0.1,1,0.7,0.1,8.47%,69.49%,10.16%,11.86%,0.1,0,6.1,2.9,1.1,6,6.4,958,6,0,38,70485
501,2026/3/14,Prankster D,13746,PLATINUM1,0,7.22%,4.66%,42.49%,0.29%,0.00%,0.39%,44.91%,0,2.2,0.1,0.1,0.1,0.6,0.6,0.5,0.7,0.5,0,9.61%,26.92%,40.38%,23.07%,0,0,2.4,2.6,0.5,6,7.8,3465,0,0,45,119059
502,2026/3/14,Taquito,135157,MASTER,0,7.72%,2.36%,46.57%,3.26%,20.13%,0.15%,19.78%,0,1.2,0.3,0.3,0.3,0.3,0.2,0.1,0.5,0.3,0.1,52.34%,18.12%,22.81%,6.71%,0,0.1,2.4,1.7,0.2,9.4,8.6,5542,54,932,134,199619
503,2026/3/14,yuzurusan,110621,MASTER,1371,12.42%,1.90%,6.68%,7.48%,48.00%,0.22%,23.27%,0,1.8,0.2,0,0.3,0.2,0.1,0,0.2,0.1,0,17.07%,0.00%,68.29%,14.63%,0.1,0.1,3.3,2.2,0.2,11.1,9.1,5611,0,656,0,186076
504,2026/3/14,Barit0ne,11308,GOLD2,0,8.29%,13.77%,45.45%,5.61%,0.12%,0.59%,26.14%,0.1,0.3,0.1,0.1,0,1.4,0.9,0.2,1,0.6,0.2,51.72%,18.10%,22.41%,7.75%,0,0.1,1.2,3.2,0.3,8,7,112,698,0,0,25197
505,2026/3/14,Daikon,14329,PLATINUM2,0,16.35%,10.90%,23.28%,9.83%,2.39%,0.00%,37.22%,0,1.4,0.2,0.1,0.3,0.9,0.7,0.2,1.1,0.7,0.2,45.78%,6.02%,34.93%,13.25%,0.1,0.1,4.4,3.5,0.8,8.4,11,2485,113,489,1,92545
506,2026/3/14,Neroeggs,32285,MASTER,0,9.49%,2.67%,16.50%,3.46%,37.31%,1.67%,28.86%,0.2,2.3,0.4,0.1,0.2,0.3,0.3,0.3,0.4,0.2,0,31.34%,10.44%,41.79%,16.41%,0.1,0.1,2.6,2.6,0.6,5.9,9.2,5433,5556,633,55,376912
507,2026/3/14,ジェノサイダー翔,20987,DIAMOND2,0,12.42%,3.54%,33.86%,9.59%,23.84%,0.14%,16.56%,0,0.8,0.1,0.1,0.1,0.5,0.4,0.3,0.5,0.2,0,35.97%,25.17%,32.37%,6.47%,0.1,0.2,2.2,2.2,0.8,6.8,8.2,5048,53,422,520,195987
508,2026/3/14,t.r.,13218,PLATINUM1,0,2.99%,7.39%,46.52%,2.72%,0.18%,0.00%,40.16%,0,0,0.2,0,0,0.5,0.4,0.2,0.5,0.4,0.1,11.32%,20.75%,54.71%,13.20%,0,0,2.2,2.7,0.2,9.1,5.4,3125,5,0,0,141853
509,2026/3/14,SuperGael,23910,DIAMOND5,0,0.00%,16.80%,62.59%,0.00%,0.00%,0.00%,20.59%,0,0,0,0,0,1.2,0.8,0.1,1.2,0.8,0.6,8.43%,44.57%,30.12%,16.86%,0,0.2,0.8,2,0.1,8.2,9.2,2322,677,1,3,89382
510,2026/3/14,歌丸さん,125342,MASTER,1488,11.51%,3.17%,14.95%,5.48%,37.39%,0.00%,27.47%,0,2.1,0.2,0.2,0.4,0.4,0.3,0.2,0.3,0.2,0,12.82%,12.82%,64.10%,10.25%,0.1,0,1.4,2.7,0.4,9.7,13.8,10668,0,466,10,329017
511,2026/3/14,HanhTai,43759,MASTER,1496,16.11%,2.69%,14.26%,12.18%,25.92%,2.20%,26.61%,0.3,1.4,0.3,0.1,0.2,0.3,0.2,0.2,0.3,0.2,0,19.23%,17.30%,40.38%,23.07%,0.1,0.1,1.7,2.1,0.3,6.6,11.2,1684,866,19,78,116116
512,2026/3/14,カマシラス,16280,PLATINUM3,0,12.03%,20.85%,24.26%,8.87%,0.00%,0.00%,33.96%,0,0.7,0.1,0,0.2,1.4,0.9,0.2,0.8,0.6,0.4,4.16%,15.27%,65.27%,15.27%,0,0,4.4,2.5,0.3,2.8,9.2,1950,2,83,9,62793
513,2026/3/14,Bloom,15118,PLATINUM2,0,2.31%,38.80%,32.04%,0.05%,0.22%,0.37%,26.17%,0,0.8,0.1,0,0.1,3.7,1.9,0.5,1.4,1.2,0.9,8.79%,15.38%,57.14%,18.68%,0.2,0,1.9,2.8,0.1,12.3,6.6,251,0,0,0,8892
514,2026/3/14,tsunakan12345,20677,DIAMOND2,0,4.94%,7.05%,26.79%,0.61%,38.22%,1.05%,21.31%,0.1,1.3,0.1,0.2,0.1,0.5,0.3,0.1,0.7,0.4,0.3,32.75%,1.72%,51.72%,13.79%,0,0.1,1.7,2,0.3,7,8.8,4376,1,1013,120,155619
515,2026/3/14,ta~so44,17127,PLATINUM4,0,11.57%,5.15%,29.90%,1.21%,12.23%,0.00%,39.90%,0,3.3,0.1,0,0.5,0.6,0.5,0.3,0.7,0.4,0.1,4.16%,41.66%,43.05%,11.11%,0,0.1,1.7,3.1,0.4,6.1,10,626,29,231,0,25059
516,2026/3/14,小红书资浅用户,25143,MASTER,1500,16.79%,7.04%,11.61%,9.35%,13.59%,1.31%,40.27%,0.2,2.4,0.1,0.3,0.3,0.8,0.6,0.2,0.6,0.5,0.1,11.53%,15.38%,63.46%,9.61%,0.1,0.1,2.5,4,1.3,2.8,15.1,1817,123,1667,34,98466
517,2026/3/14,Yesterday,13191,PLATINUM1,0,4.79%,12.43%,65.22%,0.86%,0.11%,0.00%,16.57%,0,1.2,0.1,0,0.1,1.3,0.8,0.1,1.1,0.6,0.2,60.33%,4.13%,27.27%,8.26%,0,0.1,1,2.1,0.1,3.9,6,509,8238,0,15,262234
518,2026/3/14,tag3816,13015,PLATINUM1,0,11.28%,9.92%,20.40%,8.29%,24.03%,0.09%,25.97%,0,0.5,0.2,0.1,0,0.8,0.6,0.2,0.6,0.5,0.2,61.36%,11.36%,22.72%,4.54%,0,0.1,4.7,2.7,0.5,9.2,5.8,680,0,1864,30,47255
519,2026/3/14,yoshiki_ippan,22724,DIAMOND4,0,7.98%,15.87%,24.17%,7.04%,14.61%,0.00%,30.30%,0,0.1,0.2,0,0,1.1,0.6,0.1,0.9,0.6,0.4,80.66%,7.33%,8.66%,3.33%,0.1,0.1,1.9,2.1,0.3,12.1,10.6,5148,71,487,522,209653
520,2026/3/14,darksoul,14308,PLATINUM2,0,5.75%,4.14%,19.88%,3.09%,31.73%,0.00%,35.38%,0,0.9,0.1,0.1,0,0.4,0.1,0.1,0.8,0.4,0,23.40%,0.00%,38.29%,38.29%,0.1,0,2,2.6,0.1,5.4,6.2,1036,0,1257,0,48960
521,2026/3/14,King Gnu,25419,MASTER,1500,7.07%,3.01%,12.84%,3.20%,51.76%,0.00%,22.09%,0,1,0.1,0,0.2,0.3,0.2,0.1,0.4,0.3,0.1,22.80%,3.50%,56.14%,17.54%,0,0.1,3,2.3,0.6,8.4,9.1,3947,160,436,38,133314
522,2026/3/14,路宇027,20402,DIAMOND2,0,9.73%,7.93%,24.59%,7.20%,26.06%,0.28%,24.17%,0.1,0.7,0.2,0.1,0.1,0.8,0.4,0.2,1.2,0.7,0.2,26.00%,7.00%,34.00%,33.00%,0.1,0,2.5,2.2,0.3,12.9,8,7443,46,0,302,252624
523,2026/3/14,Ghostbros228,14027,PLATINUM1,0,10.14%,28.26%,23.66%,0.18%,7.75%,0.51%,29.46%,0.1,2.2,0.1,0.4,0.2,1.9,1.4,0.2,1,0.8,0.6,41.46%,19.51%,31.70%,7.31%,0,0,2.6,2.1,0.3,3.5,11.1,316,29,0,149,25467
524,2026/3/14,iron_kobushi,14308,PLATINUM2,0,3.09%,20.19%,31.32%,1.40%,19.79%,0.00%,24.17%,0,0.2,0.1,0,0,1.6,1,0.1,1.4,1,0.5,51.11%,0.00%,30.00%,18.88%,0,0.1,2,1.4,0.1,5.3,7,2596,254,27,0,87940
525,2026/3/14,tomato1234,19684,DIAMOND1,0,8.60%,11.06%,42.37%,8.07%,0.00%,0.00%,29.87%,0,0,0.3,0,0,0.9,0.6,0.1,0.8,0.6,0.2,27.77%,27.77%,33.33%,11.11%,0,0.1,3.9,3.2,0.8,6.2,6.5,2400,0,0,0,73617
526,2026/3/14,反応無理,17929,PLATINUM5,0,8.18%,7.25%,53.94%,2.52%,0.84%,1.49%,25.73%,0.2,1.6,0.4,0,0.1,0.5,0.4,0.2,0.8,0.5,0.1,20.93%,11.62%,51.16%,16.27%,0.1,0,2.6,1.7,0.3,7.3,6.1,634,0,2,0,19113
527,2026/3/14,J4ck,20256,DIAMOND2,0,13.55%,14.22%,25.70%,8.54%,3.40%,0.00%,34.56%,0,1.4,0.2,0,0.2,1.6,1.1,0.4,0.8,0.6,0.3,29.88%,8.04%,48.27%,13.79%,0.1,0.1,4.7,4,1,11.8,9,2482,3,77,0,84521
528,2026/3/14,kurosuke32,14307,PLATINUM2,0,2.75%,6.89%,49.45%,0.15%,0.00%,0.24%,40.50%,0,0.4,0,0,0,0.2,0.1,0,0.9,0.6,0.1,50.57%,18.39%,17.24%,13.79%,0,0,1.9,2.6,0.4,3.5,8.2,649,44,2,22,23387
529,2026/3/14,划船不用桨,13829,PLATINUM1,0,3.27%,23.39%,41.28%,1.51%,0.00%,0.00%,30.53%,0,0.5,0,0,0.1,2,1.2,0.3,1.6,1.3,0.6,29.31%,51.72%,15.51%,3.44%,0.1,0,2.7,2.9,0.7,7.6,6.5,4788,90,0,12,156286
530,2026/3/14,ダンテ・ファルツォーネ,17568,PLATINUM4,0,7.05%,9.66%,48.02%,5.76%,0.60%,1.81%,27.07%,0.2,0,0.4,0,0,0.8,0.5,0,0.4,0.2,0.1,13.84%,16.92%,50.76%,18.46%,0.1,0,1.4,2.4,0.2,9.5,8,4700,98,1797,14,166122
531,2026/3/14,Ascalon,18930,PLATINUM5,0,13.57%,1.79%,12.53%,6.11%,40.36%,0.00%,25.60%,0,2.8,0.1,0.3,0.5,0.4,0.3,0.3,0.5,0.3,0,35.80%,6.17%,34.56%,23.45%,0,0.1,1.9,4,0.5,8.2,9.7,1200,0,434,0,80903
532,2026/3/14,HARP,14307,PLATINUM2,0,1.05%,12.78%,42.63%,0.13%,28.05%,0.00%,15.33%,0,0.2,0,0,0.1,1.1,0.7,0.1,1,0.6,0.3,28.57%,0.00%,44.89%,26.53%,0,0.1,1.8,1.4,0.1,7,6.8,549,317,60,52,49576
533,2026/3/14,勇者ああああ,81604,MASTER,1352,9.23%,5.06%,48.98%,0.42%,2.68%,0.59%,33.01%,0.1,2.4,0.2,0.4,0.5,0.7,0.5,0.2,0.4,0.2,0.1,20.54%,19.17%,30.13%,30.13%,0,0.1,2.7,4,1.3,3,19,6493,26,624,3,211991
534,2026/3/14,pooh,34069,MASTER,1404,4.52%,6.47%,5.07%,3.75%,51.27%,1.03%,27.85%,0.1,0.1,0.2,0,0,0.3,0.2,0.1,0.7,0.5,0.2,43.94%,29.93%,21.01%,5.09%,0,0.1,2.7,2.2,0.2,4.1,8.4,1235,0,0,0,39808
535,2026/3/14,Kyyooo,29601,MASTER,1334,6.01%,1.93%,2.50%,1.32%,61.36%,0.00%,26.84%,0,1.9,0.1,0,0.3,0.4,0.3,0.3,0.5,0.2,0,65.51%,5.17%,20.68%,8.62%,0,0.1,1.2,3.2,0.7,7.7,9.6,2930,139,228,11,95469
536,2026/3/14,17 year old,14307,PLATINUM2,0,1.07%,6.74%,9.37%,0.67%,22.34%,0.12%,59.64%,0,0.1,0.2,0,0,0.4,0.3,0.1,0.4,0.2,0.1,20.68%,13.79%,51.72%,13.79%,0,0,5.6,3.9,0.8,5.6,10.5,1174,264,247,0,48472
537,2026/3/14,h_Rio,212801,HIGH,1611,19.39%,1.28%,9.39%,11.28%,29.99%,0.00%,28.64%,0,2.5,0.3,0.2,0.7,0.1,0.1,0.1,0.3,0.2,0,22.00%,18.00%,34.00%,26.00%,0,0,2.4,2.5,0.5,9.7,9.9,9418,3674,159,0,415151
538,2026/3/14,boissieri,19782,DIAMOND1,0,10.57%,7.20%,13.34%,3.04%,44.37%,0.94%,20.50%,0.1,3.3,0.1,0.2,0.5,0.8,0.6,0.3,0.7,0.4,0.1,62.22%,10.37%,19.25%,8.14%,0.1,0.1,2.3,2.2,0.2,7.2,8,2349,83,0,7,83600
539,2026/3/14,旧梦太美却已半醒,13880,PLATINUM1,0,5.47%,17.39%,39.96%,2.26%,0.29%,1.36%,33.23%,0.1,0.9,0.2,0.1,0.1,1.6,0.9,0.1,1,0.6,0.2,95.78%,4.21%,0.00%,0.00%,0.1,0,4.6,2.3,0.4,4.3,10.1,58,2104,0,484,128514
540,2026/3/14,芥末章鱼将军,17444,PLATINUM4,0,8.02%,6.74%,18.31%,3.87%,36.10%,0.91%,26.01%,0.1,1.1,0.2,0.2,0,0.8,0.5,0.2,0.6,0.5,0.1,22.72%,15.90%,43.18%,18.18%,0,0,2.2,2.5,0.4,8.2,6,5519,42,113,246,229848
541,2026/3/14,Laughing Man,24047,DIAMOND5,0,9.47%,3.30%,30.39%,4.75%,20.53%,0.00%,31.53%,0,0.8,0.2,0.2,0.2,0.3,0.1,0.1,0.3,0.2,0,8.00%,12.00%,52.00%,28.00%,0.1,0,3.4,1.8,0.1,12.4,5.5,9926,544,127,0,324835
542,2026/3/14,you4142,42061,MASTER,0,18.59%,5.28%,14.44%,15.26%,12.25%,0.34%,33.80%,0,1,0.3,0.1,0.2,0.4,0.1,0.1,0.2,0.1,0,10.95%,30.13%,39.72%,19.17%,0.2,0,3.6,3.2,1.4,14.8,10.6,10913,60,0,393,424490
543,2026/3/14,デスモンド山田,88574,MASTER,0,14.61%,4.50%,33.63%,7.36%,15.97%,4.38%,19.52%,0.5,1.9,0.2,0.3,0.4,0.5,0.3,0.1,0.5,0.3,0.1,39.43%,23.94%,26.76%,9.85%,0.1,0,2,2.2,0.3,10.3,7.1,3110,0,2329,1,122402
544,2026/3/14,WindB,88574,MASTER,0,13.10%,1.67%,15.91%,8.64%,34.25%,0.07%,26.31%,0,1.1,0.2,0.1,0.2,0.1,0.1,0.1,0.4,0.2,0,36.11%,13.88%,37.50%,12.50%,0,0.2,3.6,2.5,0.7,5.3,14.1,14986,305,6,1,510488
545,2026/3/14,-Geo-,88573,MASTER,0,15.67%,2.06%,31.94%,5.19%,18.27%,0.00%,26.84%,0,3.3,0.2,0.4,0.6,0.2,0.2,0.2,0.5,0.3,0,16.66%,12.96%,46.29%,24.07%,0,0.1,2.6,2.8,0.4,6.9,14.8,10337,0,13,0,337511
546,2026/3/14,Kjott,116657,MASTER,1424,19.33%,2.36%,16.33%,12.50%,4.90%,6.64%,37.89%,0.6,1.6,0.3,0.2,0.2,0.1,0.1,0,0.3,0.2,0.1,14.51%,12.90%,59.67%,12.90%,0.1,0,2.8,2.4,0.3,8.2,9.9,13232,4,718,904,526396
547,2026/3/14,mataakii,88572,MASTER,1338,5.35%,9.65%,16.97%,2.50%,46.95%,2.11%,16.43%,0.3,0.8,0.3,0.2,0,0.8,0.4,0.1,0.4,0.2,0.1,63.56%,1.55%,26.35%,8.52%,0.1,0.1,4.8,2,0.1,12.1,7.5,13745,197,3025,170,462096
